Customer_ID,Name,Date_of_Birth,Purchase_Date,Purchase_Amount,City,Gender,Customer_Age
1448,Customer_34,1997-05-19,2024-04-07,2537.1734883720933,Mumbai,Male,29
1346,Customer_35,1975-02-09,2024-08-25,2537.1734883720933,Bangalore,Female,51
1007,Customer_36,1977-05-08,2024-10-08,2537.1734883720933,Hyderabad,Male,49
1880,Customer_37,1988-12-26,2023-03-14,2537.1734883720933,Delhi,Female,38
1219,Customer_38,1998-05-09,2023-05-16,2537.1734883720933,Bangalore,Female,28
1248,Customer_39,2009-05-12,2024-04-29,2537.1734883720933,Mumbai,Male,17
1099,Customer_40,2003-09-22,2024-03-17,2537.1734883720933,Chennai,Female,23
1884,Customer_41,2006-11-14,2023-02-25,2537.1734883720933,Pune,Male,20
1062,Customer_42,1992-03-23,2023-12-14,4022.9,Hyderabad,Female,34
1196,Customer_43,1982-09-12,2024-07-03,2298.21,Chennai,Female,44
1285,Customer_44,1994-12-01,2023-09-13,4384.98,Hyderabad,Female,32
1827,Customer_45,1998-11-07,2023-04-11,347.88,Bangalore,Male,28
1992,Customer_46,1978-05-08,2023-08-31,914.92,Chennai,Female,48
1218,Customer_47,1992-02-26,2023-03-02,906.72,Hyderabad,Female,34
1271,Customer_48,2009-05-03,2024-04-10,1497.72,Pune,Female,17
1158,Customer_49,1982-09-07,2023-10-31,1166.73,Hyderabad,Male,44
1765,Customer_50,1988-03-26,2023-02-28,345.7,Chennai,Female,38
1058,Customer_51,1996-12-11,2023-03-24,4271.58,Hyderabad,Male,30
1691,Customer_52,1984-09-18,2024-02-18,687.44,Bangalore,Female,42
1592,Customer_53,2000-10-31,2023-02-10,3134.97,Chennai,Male,26
1957,Customer_54,1985-11-11,2023-07-29,3381.66,Delhi,Female,41
1271,Customer_55,1991-12-02,2023-05-15,3391.28,Delhi,Female,35
1323,Customer_56,2007-11-22,2023-03-16,145.65,Bangalore,Male,19
1075,Customer_57,1998-04-13,2023-08-07,2578.84,Mumbai,Male,28
1902,Customer_58,1977-04-02,2023-09-08,1910.68,Mumbai,Female,49
1853,Customer_59,1998-07-14,2023-11-06,3097.22,Kolkata,Male,28
1683,Customer_60,1999-01-16,2023-11-03,4665.6,Hyderabad,Female,27
1270,Customer_61,1979-05-06,2023-04-20,3737.84,Mumbai,Male,47
1288,Customer_62,2001-04-18,2023-08-04,3616.3,Mumbai,Male,25
1517,Customer_63,1996-01-30,2023-09-15,4536.15,Kolkata,Male,30
1094,Customer_64,2002-08-14,2024-03-09,4163.81,Hyderabad,Male,24
1341,Customer_65,2008-10-03,2023-05-14,3221.86,Delhi,Female,18
1759,Customer_66,1993-12-26,2024-07-18,3557.77,Bangalore,Male,33
1114,Customer_67,1977-07-16,2023-06-02,2773.39,Kolkata,Male,49
1596,Customer_68,1998-12-13,2023-06-01,2205.95,Hyderabad,Male,28
1373,Customer_69,1975-12-15,2024-01-02,1129.38,Mumbai,Male,51
1362,Customer_70,2009-02-27,2024-07-27,4432.26,Chennai,Female,17
1947,Customer_71,1984-10-13,2023-06-16,4883.41,Kolkata,Female,42
1902,Customer_72,1992-08-29,2023-01-26,978.87,Delhi,Female,34
1821,Customer_73,2004-03-19,2023-09-12,1407.35,Kolkata,Male,22
1391,Customer_74,1975-11-26,2024-04-26,1189.93,Kolkata,Female,51
1358,Customer_75,1987-11-09,2023-08-22,1192.33,Pune,Female,39
1408,Customer_76,1988-11-21,2023-10-13,4335.33,Kolkata,Male,38
1359,Customer_77,2002-12-10,2024-06-05,2058.42,Kolkata,Male,24
1961,Customer_78,1975-05-28,2023-04-29,4397.49,Delhi,Female,51
1594,Customer_79,1986-01-27,2023-02-09,631.17,Chennai,Male,40
1746,Customer_80,2009-06-10,2023-11-18,2238.33,Bangalore,Male,17
1394,Customer_81,2000-01-11,2023-07-14,1348.14,Pune,Female,26
1001,Customer_82,1997-06-27,2024-07-05,3465.6,Pune,Female,29
1372,Customer_83,1993-07-06,2023-03-13,4749.48,Delhi,Male,33
1679,Customer_84,1979-10-03,2023-11-04,2584.9,Pune,Female,47
1334,Customer_85,1992-03-19,2023-10-30,2816.62,Mumbai,Female,34
1680,Customer_86,1991-03-04,2024-11-24,3765.86,Mumbai,Male,35
1415,Customer_87,1998-09-29,2023-01-01,1588.99,Mumbai,Female,28
1804,Customer_88,2000-03-07,2024-09-13,3308.06,Chennai,Female,26
1452,Customer_89,2004-06-21,2023-08-07,2604.75,Kolkata,Female,22
1674,Customer_90,1977-12-20,2023-10-18,2625.71,Pune,Male,49
1095,Customer_91,2007-11-10,2023-08-29,3396.7,Mumbai,Female,19
1150,Customer_92,1975-04-06,2023-02-17,1299.73,Chennai,Male,51
1466,Customer_93,1992-10-03,2024-10-06,2920.79,Pune,Female,34
1506,Customer_94,1992-02-03,2023-09-07,823.1,Pune,Male,34
1914,Customer_95,2007-11-07,2023-04-20,3914.26,Mumbai,Female,19
1823,Customer_96,2005-05-19,2024-06-14,2376.29,Bangalore,Female,21
1939,Customer_97,1979-08-11,2024-04-12,753.36,Chennai,Male,47
1972,Customer_98,2008-01-17,2024-03-29,3102.0,Pune,Female,18
1850,Customer_99,1998-09-28,2024-04-01,4496.32,Pune,Female,28
1460,Customer_100,1985-10-16,2023-09-11,4215.33,Delhi,Female,41
1641,Customer_101,1984-11-23,2023-10-09,2255.38,Pune,Male,42
1240,Customer_102,1986-05-09,2023-12-10,1666.58,Bangalore,Male,40
1141,Customer_103,1980-12-06,2023-08-25,1976.87,Mumbai,Female,46
1065,Customer_104,1992-10-10,2024-02-22,1721.32,Chennai,Female,34
1063,Customer_105,1983-06-11,2024-03-06,2008.44,Kolkata,Male,43
1877,Customer_106,2008-07-04,2024-08-12,1963.87,Hyderabad,Male,18
1305,Customer_107,2007-12-18,2024-02-04,4281.89,Kolkata,Female,19
1551,Customer_108,2007-09-12,2024-07-13,4019.35,Mumbai,Female,19
1224,Customer_109,1986-05-29,2024-03-22,2479.65,Chennai,Male,40
1684,Customer_110,2004-08-18,2024-02-19,3648.49,Kolkata,Female,22
1941,Customer_111,1979-11-22,2024-09-29,2717.21,Chennai,Male,47
1085,Customer_112,2002-12-30,2024-03-14,764.93,Chennai,Female,24
1051,Customer_113,1985-11-01,2024-01-24,1704.03,Chennai,Male,41
1345,Customer_114,2008-04-23,2024-01-24,1463.46,Kolkata,Female,18
1258,Customer_115,1977-11-02,2024-04-26,194.98,Bangalore,Male,49
1974,Customer_116,1989-11-11,2023-08-18,3285.71,Kolkata,Male,37
1772,Customer_117,1975-07-23,2023-09-11,1076.87,Hyderabad,Female,51
1244,Customer_118,1979-10-30,2024-04-29,3380.35,Bangalore,Female,47
1476,Customer_119,2005-07-17,2023-09-20,3857.8,Mumbai,Male,21
1796,Customer_120,1981-07-06,2023-11-15,629.68,Hyderabad,Male,45
1589,Customer_121,2004-07-19,2024-01-20,2043.61,Pune,Female,22
1077,Customer_122,2000-09-21,2024-10-04,1289.96,Pune,Male,26
1870,Customer_123,2004-11-09,2024-09-06,4047.09,Kolkata,Male,22
1355,Customer_124,1998-01-23,2024-03-14,3341.45,Hyderabad,Male,28
1012,Customer_125,1993-01-03,2024-05-16,617.14,Delhi,Female,33
1724,Customer_126,1981-01-10,2024-03-21,963.07,Bangalore,Male,45
1630,Customer_127,1998-04-22,2024-05-10,2377.88,Kolkata,Male,28
1330,Customer_128,1985-03-06,2023-03-30,1466.75,Chennai,Female,41
1768,Customer_129,1995-01-04,2024-08-06,3090.63,Chennai,Male,31
1029,Customer_130,1996-05-03,2023-11-29,991.02,Mumbai,Male,30
1816,Customer_131,1985-10-02,2023-12-15,1470.33,Bangalore,Male,41
1569,Customer_132,1974-08-15,2024-06-13,4745.51,Hyderabad,Female,52
1737,Customer_133,1992-05-24,2024-05-15,2820.36,Mumbai,Female,34
1661,Customer_134,2006-02-04,2024-05-17,2296.06,Hyderabad,Male,20
1301,Customer_135,1984-02-08,2024-02-19,3489.76,Delhi,Male,42
1484,Customer_136,1998-12-29,2024-06-27,1784.41,Pune,Male,28
1360,Customer_137,2005-09-10,2024-04-09,1427.49,Delhi,Female,21
1123,Customer_138,2006-07-09,2023-07-17,1646.18,Pune,Female,20
1196,Customer_139,1983-11-15,2024-05-10,1454.85,Bangalore,Male,43
1102,Customer_140,1982-11-15,2023-10-31,1214.67,Mumbai,Male,44
1014,Customer_141,2005-12-04,2024-06-30,720.26,Hyderabad,Male,21
1566,Customer_142,1987-04-09,2023-05-10,3225.56,Kolkata,Female,39
1105,Customer_143,1974-09-18,2024-08-10,1493.26,Chennai,Female,52
1348,Customer_144,1982-06-08,2023-02-22,1337.14,Kolkata,Female,44
1116,Customer_145,1977-02-04,2024-02-15,2509.56,Bangalore,Male,49
1155,Customer_146,1980-11-09,2024-07-30,4750.72,Hyderabad,Female,46
1121,Customer_147,1999-03-14,2024-03-02,3070.96,Kolkata,Female,27
1794,Customer_148,1997-08-09,2024-01-25,2307.52,Chennai,Male,29
1880,Customer_149,2000-07-25,2024-03-15,1596.36,Bangalore,Male,26
1624,Customer_150,2007-05-13,2023-04-12,4743.19,Mumbai,Female,19
1270,Customer_151,2003-10-16,2023-03-25,869.58,Mumbai,Male,23
1160,Customer_152,1974-04-14,2024-02-23,2307.47,Bangalore,Female,52
1298,Customer_153,1975-08-18,2023-08-26,1511.71,Delhi,Female,51
1072,Customer_154,2004-12-31,2023-08-28,4627.16,Kolkata,Female,22
1435,Customer_155,1979-04-25,2024-07-11,1201.57,Mumbai,Male,47
1846,Customer_156,1980-07-18,2023-03-15,392.23,Kolkata,Male,46
1609,Customer_157,2007-10-05,2024-08-05,4613.84,Chennai,Male,19
1479,Customer_158,2005-01-21,2023-11-08,3528.7,Delhi,Female,21
1448,Customer_159,1977-10-09,2024-09-04,295.32,Chennai,Male,49
1618,Customer_160,1985-05-25,2023-01-27,547.5,Pune,Male,41
1783,Customer_161,2004-04-27,2023-10-03,2923.61,Kolkata,Female,22
1481,Customer_162,1997-06-11,2024-10-29,2266.92,Delhi,Female,29
1599,Customer_163,1993-09-19,2024-10-12,4089.8,Hyderabad,Female,33
1356,Customer_164,1992-06-25,2023-12-08,1673.19,Hyderabad,Female,34
1337,Customer_165,1992-08-18,2024-05-22,1512.27,Chennai,Male,34
1465,Customer_166,1978-02-11,2023-11-19,1336.75,Hyderabad,Female,48
1885,Customer_167,1997-04-01,2023-01-02,3322.54,Bangalore,Female,29
1423,Customer_168,1976-08-06,2023-07-12,2640.35,Bangalore,Female,50
1640,Customer_169,1993-12-29,2023-02-22,1097.44,Bangalore,Female,33
1949,Customer_170,1987-02-01,2024-03-24,4416.15,Chennai,Male,39
1029,Customer_171,2002-06-05,2024-09-15,4016.64,Pune,Female,24
1318,Customer_172,1998-11-15,2023-01-15,2806.03,Hyderabad,Female,28
1861,Customer_173,1979-04-03,2024-04-17,4740.6,Pune,Female,47
1510,Customer_174,2006-04-23,2023-10-26,2593.47,Delhi,Female,20
1854,Customer_175,1995-10-23,2024-04-28,1294.28,Bangalore,Female,31
1392,Customer_176,1982-09-18,2024-09-05,2590.38,Mumbai,Male,44
1282,Customer_177,2008-10-28,2024-02-29,1765.39,Kolkata,Male,18
1840,Customer_178,1974-04-13,2023-10-17,3657.65,Kolkata,Female,52
1886,Customer_179,1980-10-30,2024-04-02,2739.04,Delhi,Male,46
1565,Customer_180,2008-05-20,2024-07-10,1948.33,Delhi,Female,18
1714,Customer_181,1984-11-16,2024-08-08,1976.56,Kolkata,Female,42
1044,Customer_182,1988-06-09,2024-04-29,3555.62,Kolkata,Female,38
1395,Customer_183,2003-12-08,2024-10-29,4906.01,Chennai,Male,23
1129,Customer_184,1996-09-11,2024-08-27,1726.77,Hyderabad,Female,30
1102,Customer_185,1997-10-04,2024-04-12,175.2,Mumbai,Female,29
1891,Customer_186,2003-07-15,2023-06-08,466.66,Kolkata,Male,23
1346,Customer_187,2002-02-14,2024-02-12,3284.2,Kolkata,Male,24
1872,Customer_188,2004-05-31,2024-06-30,1962.05,Delhi,Female,22
1893,Customer_189,1998-06-08,2023-02-06,3125.55,Mumbai,Male,28
1232,Customer_190,2007-08-31,2023-04-03,2226.46,Hyderabad,Male,19
1454,Customer_191,1981-08-17,2023-11-03,4526.78,Hyderabad,Male,45
1815,Customer_192,1976-09-06,2023-10-28,1856.47,Chennai,Female,50
1250,Customer_193,1997-12-28,2024-02-26,2873.05,Kolkata,Female,29
1174,Customer_194,1982-01-07,2023-03-22,3086.51,Chennai,Female,44
1509,Customer_195,2000-04-28,2023-05-27,1237.72,Pune,Male,26
1470,Customer_196,1985-08-14,2024-11-13,146.05,Kolkata,Female,41
1922,Customer_197,1987-01-25,2024-11-24,2778.33,Hyderabad,Female,39
1967,Customer_198,1989-08-31,2024-08-24,1565.86,Chennai,Male,37
1467,Customer_199,1987-09-19,2023-07-23,4996.93,Kolkata,Female,39
1109,Customer_200,1984-10-21,2024-01-26,2902.42,Bangalore,Male,42
1716,Customer_201,1987-05-30,2023-01-23,4891.93,Pune,Female,39
1281,Customer_202,1974-07-12,2024-08-02,4338.83,Kolkata,Male,52
1932,Customer_203,2001-05-14,2024-05-23,4180.91,Delhi,Female,25
1621,Customer_204,1989-12-20,2023-08-13,3219.43,Bangalore,Male,37
1694,Customer_205,2008-01-22,2024-11-06,3436.19,Mumbai,Male,18
1925,Customer_206,2002-04-24,2024-10-23,293.17,Kolkata,Female,24
1034,Customer_207,2000-02-29,2024-01-09,3688.56,Hyderabad,Male,26
1334,Customer_208,2007-09-11,2024-03-01,960.64,Mumbai,Male,19
1543,Customer_209,1996-09-03,2023-10-07,4169.32,Delhi,Female,30
1990,Customer_210,1987-05-28,2023-12-13,4040.74,Chennai,Male,39
1144,Customer_211,2007-12-30,2023-08-20,4314.69,Pune,Female,19
1990,Customer_212,1999-03-02,2024-01-10,542.48,Chennai,Male,27
1270,Customer_213,1998-03-27,2023-05-07,2328.45,Pune,Male,28
1598,Customer_214,1991-04-04,2024-10-15,4707.43,Hyderabad,Female,35
1482,Customer_215,1975-04-16,2024-09-26,4432.75,Bangalore,Male,51
1937,Customer_216,2001-07-13,2023-08-15,3273.5,Pune,Female,25
1931,Customer_217,2005-08-12,2023-11-06,3281.27,Hyderabad,Female,21
1046,Customer_218,1975-11-01,2023-11-08,4980.04,Hyderabad,Male,51
1240,Customer_219,1998-04-12,2023-05-19,2004.36,Delhi,Female,28
1601,Customer_220,2007-06-18,2023-06-08,4438.53,Pune,Male,19
1853,Customer_221,1996-02-12,2024-09-22,2099.77,Delhi,Male,30
1706,Customer_222,1990-10-14,2023-08-11,2272.58,Mumbai,Male,36
1101,Customer_223,2004-12-03,2024-01-12,2767.88,Pune,Male,22
1062,Customer_224,1992-01-10,2023-10-10,1030.06,Hyderabad,Female,34
1093,Customer_225,2003-11-23,2023-08-06,3244.35,Bangalore,Male,23
1051,Customer_226,2009-06-16,2023-12-08,1293.49,Mumbai,Female,17
1070,Customer_227,2008-06-27,2024-07-21,1115.07,Mumbai,Female,18
1336,Customer_228,2008-11-25,2023-06-01,3964.35,Bangalore,Male,18
1283,Customer_229,1980-08-27,2023-05-14,2747.06,Kolkata,Female,46
1112,Customer_230,2003-10-26,2023-01-27,745.84,Delhi,Female,23
1602,Customer_231,1988-09-08,2023-01-17,953.81,Hyderabad,Female,38
1759,Customer_232,1993-01-18,2024-06-22,656.88,Hyderabad,Female,33
1459,Customer_233,2009-01-24,2024-01-06,2614.87,Hyderabad,Female,17
1515,Customer_234,1984-02-07,2024-09-21,312.49,Kolkata,Male,42
1469,Customer_235,2003-01-09,2023-02-01,398.04,Chennai,Female,23
1436,Customer_236,2004-12-10,2023-04-21,2502.32,Chennai,Male,22
1920,Customer_237,1977-10-15,2023-11-26,3080.66,Hyderabad,Female,49
1281,Customer_238,2002-03-03,2024-10-10,2968.29,Pune,Male,24
1390,Customer_239,2000-12-17,2024-06-27,1545.0,Bangalore,Female,26
1101,Customer_240,2009-09-28,2023-04-28,4278.68,Pune,Female,17
1440,Customer_241,1994-06-03,2023-08-22,2127.69,Kolkata,Female,32
1408,Customer_242,1992-10-28,2023-04-08,1631.49,Delhi,Male,34
1383,Customer_243,1981-01-04,2024-04-30,428.95,Kolkata,Male,45
1095,Customer_244,1993-07-15,2023-04-09,3748.49,Delhi,Female,33
1569,Customer_245,1976-11-08,2024-08-23,4787.46,Bangalore,Male,50
1686,Customer_246,1979-08-25,2024-02-25,1832.63,Pune,Female,47
1888,Customer_247,2006-07-05,2023-02-22,4845.15,Bangalore,Male,20
1360,Customer_248,1978-10-24,2024-08-14,2586.32,Mumbai,Female,48
1229,Customer_249,1979-01-08,2023-12-25,4242.33,Delhi,Male,47
1780,Customer_250,1986-08-30,2024-08-10,1208.18,Chennai,Male,40
1623,Customer_251,2003-09-03,2023-10-01,241.87,Delhi,Male,23
1943,Customer_252,1989-05-29,2023-12-26,129.92,Kolkata,Female,37
1579,Customer_253,2003-08-26,2024-02-15,440.97,Pune,Male,23
1093,Customer_254,2007-08-20,2024-06-27,1154.15,Chennai,Female,19
1349,Customer_255,1981-03-23,2024-01-14,1627.02,Delhi,Male,45
1904,Customer_256,1976-07-10,2023-06-09,871.31,Bangalore,Male,50
1690,Customer_257,1977-10-28,2023-10-06,2271.25,Chennai,Female,49
1621,Customer_258,1993-12-29,2024-02-29,1438.52,Kolkata,Male,33
1353,Customer_259,1993-06-13,2023-04-24,1487.91,Pune,Female,33
1539,Customer_260,2004-02-03,2023-11-12,322.55,Chennai,Male,22
1007,Customer_261,1983-05-03,2023-11-05,4732.09,Kolkata,Female,43
1782,Customer_262,1985-08-17,2023-10-24,1707.8,Hyderabad,Female,41
1764,Customer_263,1993-06-25,2023-06-29,733.01,Bangalore,Female,33
1512,Customer_264,1999-03-25,2024-11-15,4050.38,Hyderabad,Female,27
1882,Customer_265,2007-06-14,2023-02-13,2237.48,Chennai,Male,19
1882,Customer_266,1988-03-17,2024-08-12,2203.49,Chennai,Female,38
1296,Customer_267,1979-05-02,2024-02-19,202.2,Delhi,Female,47
1820,Customer_268,2001-11-22,2024-04-16,4176.93,Delhi,Male,25
1447,Customer_269,1978-11-30,2023-09-07,2234.81,Chennai,Male,48
1405,Customer_270,1988-01-31,2023-12-14,1185.7,Kolkata,Female,38
1078,Customer_271,1997-01-23,2024-10-10,658.73,Bangalore,Female,29
1927,Customer_272,2008-12-25,2023-12-24,1820.39,Kolkata,Female,18
1241,Customer_273,1978-10-11,2023-05-30,1354.24,Mumbai,Female,48
1778,Customer_274,2008-03-20,2024-11-02,469.23,Kolkata,Female,18
1475,Customer_275,2008-01-03,2024-07-31,3823.4,Chennai,Male,18
1884,Customer_276,2002-04-20,2023-11-20,839.69,Hyderabad,Female,24
1452,Customer_277,2002-06-27,2023-11-07,4002.02,Bangalore,Male,24
1360,Customer_278,1996-12-03,2023-03-17,1621.0,Chennai,Male,30
1058,Customer_279,1990-09-15,2023-10-21,475.98,Kolkata,Male,36
1629,Customer_280,2000-10-24,2024-06-03,1983.96,Bangalore,Male,26
1460,Customer_281,1999-10-23,2024-10-29,1022.37,Bangalore,Female,27
1513,Customer_282,1980-12-06,2023-03-05,2307.56,Kolkata,Male,46
1731,Customer_283,1977-12-12,2024-05-31,3266.02,Hyderabad,Female,49
1724,Customer_284,1993-10-20,2024-03-25,2667.94,Bangalore,Female,33
1372,Customer_285,1990-11-21,2023-10-17,1998.34,Kolkata,Male,36
1695,Customer_286,2000-12-25,2023-02-23,3967.21,Pune,Male,26
1067,Customer_287,1988-12-14,2023-04-07,2834.02,Chennai,Male,38
1258,Customer_288,2006-08-18,2024-11-03,4825.61,Bangalore,Female,20
1341,Customer_289,1977-10-27,2024-08-19,3351.7,Delhi,Male,49
1990,Customer_290,2003-08-05,2024-11-09,2020.59,Bangalore,Male,23
1317,Customer_291,1999-03-28,2024-01-21,3253.12,Delhi,Female,27
1686,Customer_292,2005-09-10,2024-06-23,557.92,Pune,Female,21
1520,Customer_293,1990-05-25,2023-01-19,1876.73,Mumbai,Female,36
1349,Customer_294,2008-07-13,2024-05-12,1040.83,Mumbai,Female,18
1079,Customer_295,1987-06-08,2023-04-14,2587.68,Bangalore,Male,39
1677,Customer_296,1989-04-09,2024-09-24,742.14,Chennai,Female,37
1166,Customer_297,1982-04-11,2024-10-01,4064.31,Mumbai,Female,44
1044,Customer_298,1992-08-05,2024-01-09,3414.18,Mumbai,Female,34
1625,Customer_299,1986-12-12,2024-04-04,1246.61,Mumbai,Male,40
1988,Customer_300,2009-05-08,2024-04-25,4529.47,Mumbai,Male,17
1694,Customer_301,1999-10-02,2024-03-27,2362.23,Delhi,Female,27
1514,Customer_302,1997-10-28,2024-03-04,4834.71,Kolkata,Female,29
1820,Customer_303,2001-04-15,2023-05-22,4377.71,Hyderabad,Female,25
1895,Customer_304,1990-10-25,2024-07-21,4678.04,Pune,Male,36
1291,Customer_305,1977-12-05,2023-06-14,1436.68,Bangalore,Female,49
1850,Customer_306,1993-10-15,2023-04-04,4737.42,Mumbai,Female,33
1905,Customer_307,1989-11-05,2023-01-28,2132.99,Chennai,Male,37
1241,Customer_308,1991-06-27,2023-03-25,1937.07,Hyderabad,Male,35
1953,Customer_309,1978-08-11,2024-10-27,1742.92,Mumbai,Female,48
1039,Customer_310,1987-01-13,2024-04-28,3510.75,Mumbai,Female,39
1459,Customer_311,2001-10-07,2023-01-06,4538.7,Hyderabad,Male,25
1220,Customer_312,1980-11-14,2024-07-15,4707.11,Bangalore,Female,46
1113,Customer_313,2008-12-24,2023-10-23,1264.44,Hyderabad,Male,18
1244,Customer_314,1992-12-30,2024-10-16,3990.11,Chennai,Male,34
1113,Customer_315,1996-08-02,2024-09-03,2726.66,Pune,Female,30
1735,Customer_316,1980-08-09,2023-10-26,2203.27,Bangalore,Male,46
1246,Customer_317,1999-10-06,2024-03-02,1017.84,Pune,Male,27
1536,Customer_318,1990-05-05,2023-03-11,4771.68,Bangalore,Male,36
1399,Customer_319,1995-04-03,2023-02-14,3214.79,Delhi,Male,31
1765,Customer_320,1974-11-23,2024-01-01,3963.75,Delhi,Female,52
1750,Customer_321,2003-08-22,2024-10-05,607.95,Bangalore,Male,23
1136,Customer_322,1976-02-26,2023-12-27,2775.47,Kolkata,Female,50
1850,Customer_323,2009-02-11,2024-04-20,4906.01,Chennai,Female,17
1830,Customer_324,1980-03-19,2023-03-06,3608.62,Chennai,Male,46
1300,Customer_325,1983-03-17,2023-02-14,3976.44,Hyderabad,Male,43
1955,Customer_326,1988-01-28,2024-06-11,2051.3,Kolkata,Female,38
1259,Customer_327,1975-10-22,2024-10-24,1036.41,Delhi,Male,51
1886,Customer_328,2003-07-31,2023-12-06,1438.76,Kolkata,Male,23
1447,Customer_329,1992-02-09,2024-03-26,4483.72,Chennai,Male,34
1997,Customer_330,1982-07-18,2024-05-23,3491.14,Delhi,Male,44
1820,Customer_331,1977-11-14,2024-03-10,486.74,Bangalore,Female,49
1558,Customer_332,1987-05-06,2023-11-25,602.73,Delhi,Male,39
1313,Customer_333,1994-03-02,2024-09-09,3616.55,Mumbai,Female,32
1359,Customer_334,1994-03-22,2023-02-13,3661.39,Delhi,Female,32
1281,Customer_335,2002-11-07,2023-02-28,467.7,Pune,Female,24
1372,Customer_336,1997-03-07,2024-11-26,883.93,Hyderabad,Female,29
1869,Customer_337,2001-06-02,2024-11-25,3928.43,Hyderabad,Female,25
1068,Customer_338,1984-10-01,2024-10-22,1895.01,Chennai,Male,42
1619,Customer_339,1981-01-17,2024-11-26,2304.62,Delhi,Male,45
1454,Customer_340,2008-05-24,2023-03-20,2912.22,Bangalore,Male,18
1407,Customer_341,1988-04-07,2024-10-27,1465.58,Hyderabad,Male,38
1753,Customer_342,1982-07-06,2024-05-26,2636.95,Bangalore,Male,44
1268,Customer_343,2008-12-05,2023-09-24,3549.79,Mumbai,Male,18
1710,Customer_344,1996-03-13,2023-07-24,700.92,Kolkata,Male,30
1462,Customer_345,1981-11-28,2024-03-31,4986.59,Kolkata,Male,45
1683,Customer_346,1989-10-01,2023-03-08,2794.99,Delhi,Male,37
1871,Customer_347,1981-03-25,2024-10-15,953.05,Delhi,Female,45
1124,Customer_348,1983-03-07,2023-05-23,1260.01,Chennai,Male,43
1369,Customer_349,1999-01-07,2024-08-09,1907.66,Kolkata,Female,27
1626,Customer_350,1978-01-12,2023-03-09,1615.52,Pune,Female,48
1538,Customer_351,1992-08-04,2024-02-24,4134.36,Hyderabad,Female,34
1995,Customer_352,1988-05-21,2024-10-19,463.41,Chennai,Male,38
1131,Customer_353,2009-03-01,2024-07-18,3234.99,Mumbai,Female,17
1443,Customer_354,1996-09-20,2023-02-26,4173.81,Bangalore,Female,30
1311,Customer_355,1981-07-20,2023-06-15,1681.04,Pune,Female,45
1354,Customer_356,1997-06-10,2023-10-18,4245.08,Delhi,Female,29
1650,Customer_357,1998-11-15,2023-10-09,713.33,Delhi,Male,28
1514,Customer_358,2002-12-01,2023-06-22,2999.86,Bangalore,Female,24
1175,Customer_359,2003-09-18,2024-10-01,3631.1,Bangalore,Male,23
1862,Customer_360,1999-06-13,2023-02-12,4143.66,Hyderabad,Male,27
